#TYPE Selected.Microsoft.Azure.Commands.ResourceManager.Cmdlets.SdkModels.PSProviderFeature
"ProviderNameSpace","ProviderName","FeatureName","RegistrationState"
"Microsoft Compute","Microsoft.Compute","InGuestAutoPatchVmssFlexPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnablePrivateClusterPublicFQDN","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","HTTPProxyConfigPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","DisableLocalAccountsPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","UseCustomizedWindowsContainerRuntime","NotRegistered"
"Microsoft Network","Microsoft.Network","AppGwMetricLogFromNewStoreTest","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","AmcsInternal","NotRegistered"
"Microsoft Storage","Microsoft.Storage","ImmutableStorageWithVersioning","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowPurviewPolicyEnforcement","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","JobCountPerSubscription","NotRegistered"
"Microsoft Compute","Microsoft.Compute","UseNrpPutVmssPerTenant","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","RemoveARMQuotaLimit","NotRegistered"
"Microsoft Search","Microsoft.Search","afecint2","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SpotTerminateScheduledEvent","NotRegistered"
"Microsoft Compute","Microsoft.Compute","CheckForVMEviction","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","earlyAccess","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","hidePostgreSql9.5Version","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationGatewayRelaxedOutboundRestrictions","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFEncryptedSMBConnectionsToDC","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowReadingLoadBalancerTenantResourcesBatching","NotRegistered"
"Microsoft.ExtendedLocation","Microsoft.ExtendedLocation","CustomLocation-InternalSubscription","NotRegistered"
"-","Microsoft.Dynamics365Fraudprotection","DfpPreview","NotRegistered"
"-","Microsoft.Dynamics365Fraudprotection","DfpTest","NotRegistered"
"Microsoft.RecommendationsService","Microsoft.RecommendationsService","onboarding","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNetworkSecurityPerimeter","NotRegistered"
"Microsoft Compute","Microsoft.Compute","UltraBuiltOut","NotRegistered"
"Microsoft Compute","Microsoft.compute","XLV3F","NotRegistered"
"Microsoft Compute","Microsoft.compute","XLAV3F","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableApplicationGatewayCustomBackendMetrics","NotRegistered"
"Microsoft Search","Microsoft.Search","EnableZoneRedundancy","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SsdZrsManagedDisks","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-AzureDefenderAddon","NotRegistered"
"Microsoft.AzurePercept","Microsoft.AzurePercept","PrivatePreview","NotRegistered"
"Microsoft Network","Microsoft.Network","ExpressRoutePrivateEndpointGatewayBypass","NotRegistered"
"Microsoft Network","Microsoft.Network","ExpressRouteVnetPeeringGatewayBypass","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","LegalTerms.Face.PoliceTermsAccepted","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","LegalTerms.TextAnalytics.TAForHealthRAITermsAccepted","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","LegalTerms.TextAnalytics.TAForPIIRAITermsAccepted","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","LegalTerms.ComputerVision.SpatialAnaysisRAITermsAccepted","NotRegistered"
"Microsoft.ConfidentialLedger","Microsoft.ConfidentialLedger","betaAccess","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","EnableFixedSnapshotIntervalReferenceDataLookup","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","EnablePartitionedReferenceDataLookup","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","EnableFullSnapshotIntervalReferenceDataLookup","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Architecture","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SIGSoftDelete","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFEnableDefaultQuota","NotRegistered"
"-","GitHub.Enterprise","InternalAccess","NotRegistered"
"-","GitHub.Enterprise","Canary","NotRegistered"
"-","Microsoft.ProviderHub","EUAPServiceRP","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Sig2SigInstantaneous","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","showPostgreSql13Version","NotRegistered"
"Microsoft Network","Microsoft.Network","DisableLinkAccessCheckForSubnet","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFLargeVolumes","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFIPSecForDNS","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFAvsDataStore","NotRegistered"
"Microsoft.DesktopVirtualization","Microsoft.DesktopVirtualization","AllowPrivateEndpoints","NotRegistered"
"Microsoft API Management","Microsoft.ApiManagement","PreviewEnvironment","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFFileAccessLogs","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFCrossSubscriptionReplication","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","FullBlobReferenceDataRefreshWithFixedInterval","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","PartitionedBlobReferenceData","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableSlbBatching","NotRegistered"
"Microsoft Container Instance","Microsoft.ContainerInstance","customlogger","NotRegistered"
"Microsoft IoT Security","Microsoft.IoTSecurity","Integration","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableVNetEncryption","NotRegistered"
"Microsoft Compute","Microsoft.Compute","CommunityGalleries","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","OmsagentUseAADMSIAuthPreview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFStandardZRS","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","vnetSubscription","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","flexibleServerManageSubnet","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","flexibleServerManageSubnet","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","flexibleServerFailover","NotRegistered"
"-","Microsoft.ProviderHub","CentralUSEUAP","NotRegistered"
"Microsoft Web Apps","Microsoft.Web","CentralUSStageRegionEnabled","NotRegistered"
"Azure Digital Twins","Microsoft.DigitalTwins","DataHistoryPrivatePreview","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","DiagnosticServicesTokens","NotRegistered"
"Microsoft Compute","Microsoft.Compute","PreprovisioningForEphemeralVMsWithResourceDiffDiskPlacement","NotRegistered"
"Microsoft Compute","Microsoft.Compute","UsePreprovisionedVMsForTrustedVMs","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","SkipNetworkIntentPolicies","NotRegistered"
"Microsoft Power Platform","Microsoft.PowerPlatform","accountPreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","UseTenantsOfSizeFive","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SIGReplicateVMGS","NotRegistered"
"Microsoft.FluidRelay","Microsoft.FluidRelay","ManualApprovalAccess","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","privateDnsZoneSuffix","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","cmkEncryption","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SIGShallowReplication","NotRegistered"
"Microsoft Storage","Microsoft.Storage","japanwest_geo_pair","NotRegistered"
"Microsoft Resources","Microsoft.Resources","microsoftrrdclab2","NotRegistered"
"Microsoft Resources","Microsoft.Resources","microsoftrrdclab3","NotRegistered"
"Microsoft Resources","Microsoft.Resources","microsoftdclabs1","NotRegistered"
"Microsoft Resources","Microsoft.Resources","microsoftb25lab1","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","OmsagentAADAuthPreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.KyberVmAvailabilityMetric","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","PIPOnNSXEnabled","NotRegistered"
"Microsoft.DesktopVirtualization","Microsoft.DesktopVirtualization","PerUserAccessPricing","NotRegistered"
"Microsoft Resources","Microsoft.Resources","DeploymentStacksPreview","NotRegistered"
"Microsoft Storage","Microsoft.Storage","FederatedClientIdentity","NotRegistered"
"Microsoft Azure Lab Services","Microsoft.LabServices","PrivatePreview","NotRegistered"
"Microsoft.Scom","Microsoft.SCOM","AquilaPrivatePreview","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableObdAccelNet","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.DisableLiveMigration","NotRegistered"
"Microsoft Storage","Microsoft.Storage","brazilsoutheast_geo_pair","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowSubnetSharingWithCloudServices","NotRegistered"
"Microsoft Change Analysis","Microsoft.ChangeAnalysis","DevAccess","NotRegistered"
"Microsoft.HealthcareApis","Microsoft.HealthcareApis","FhirEventPreview","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","UseComputeSubscriptionKustoCTO","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","UseStorageSubscriptionKustoCTO","NotRegistered"
"Microsoft Logic","Microsoft.Logic","AllowWorkflowManagedIdentity","NotRegistered"
"NGINX.NGINXPLUS","NGINX.NGINXPLUS","betaAccess","NotRegistered"
"Microsoft Storage","Microsoft.Storage","LinkedInOnlyStamp","NotRegistered"
,"Private.Contoso","Enabled","NotRegistered"
"Microsoft Compute","Microsoft.Compute","ImpactfulExtensionUpdate","NotRegistered"
"-","Microsoft.AISupercomputer","restricted","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","SqlDbSnapshot","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowMultiplePeeringLinksBetweenVnets","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","reversePendingRestartValue","NotRegistered"
"Microsoft.ApiSecurity","Microsoft.ApiSecurity","CanaryAccess","NotRegistered"
"Microsoft.Dashboard","Microsoft.Dashboard","PrivatePreview","NotRegistered"
"Microsoft.HybridNetwork","Microsoft.HybridNetwork","AllowPreReleaseRegions","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-AzureDefender","NotRegistered"
"Microsoft Web Apps","Microsoft.Web","AzureWorkerApps","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SkipPublicIpWriteRBACCheckForVMNetworkInterfaceConfigurationsPublicPreview","NotRegistered"
"Microsoft.VideoIndexer","Microsoft.VideoIndexer","Dev1fe","NotRegistered"
,"Private.SanjeevDRPTest","Enabled","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","flexibleServerRestoreNetworking","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-ScaleDownModePreview","NotRegistered"
"-","Microsoft.HpcWorkbench","PrivatePreview_03012021","NotRegistered"
"Microsoft Chaos","Microsoft.Chaos","ArtifactsPreview","NotRegistered"
"Microsoft Web Apps","Microsoft.Web","WestUS3RegionEnabled","NotRegistered"
"Microsoft Kubernetes Configuration","Microsoft.KubernetesConfiguration","FluxConfigurations","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","EnableMultipleBackupsInAFSPolicy","NotRegistered"
"Microsoft Search","Microsoft.Search","RolloverUpdatePreview","NotRegistered"
"Microsoft Search","Microsoft.Search","StandardSkuMigrationPreview","NotRegistered"
"-","Microsoft.Cascade","swedencTempFeature","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AzureEdgeZoneLosAngelesA","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AzureEdgeZonePerthA","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AzureEdgeZoneMiamiA","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AzureEdgeZoneLosVegasA","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AzureEdgeZoneNewYorkA","NotRegistered"
"Microsoft Resources","Microsoft.Resources","EdgeZoneATTDallasA","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","RecordExternalization","NotRegistered"
"Microsoft Compute","Microsoft.Compute","VmInspectionPreview","NotRegistered"
"Azure Log Analytics","Microsoft.OperationalInsights","CustomLogsV2","NotRegistered"
"Microsoft Compute","Microsoft.Compute","ExtraLargeVMScaleSetSelectSubs","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","anfDatastoreExperience","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableSdnApplianceForCray","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableSdnApplianceForMonitoringServers","NotRegistered"
"-","Microsoft.Cascade","FrontloadDeploymentFeatureEastUs","NotRegistered"
"Azure Data Box","Microsoft.DataBox","CustomerDiskCreateAccess","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFSingleFileSnapshotRestore","NotRegistered"
"Microsoft Security","Microsoft.Security","OrionDev1","NotRegistered"
"Microsoft.VideoIndexer","Microsoft.VideoIndexer","DevFeatureExposure","NotRegistered"
"Microsoft.SignalRService","Microsoft.SignalRService","AllowStandardS2","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","hideServerGroupPreviewFeature","NotRegistered"
"-","Microsoft.Cascade","FrontloadTestFeature","NotRegistered"
"Microsoft Compute","Microsoft.Compute","DoNotApprove","NotRegistered"
"Microsoft Network","Microsoft.Network","UseClientAppIdForRbacCheck","NotRegistered"
"-","Microsoft.Cascade","DeploymentValidationFeature","NotRegistered"
"Microsoft.DataProtection","Microsoft.DataProtection","AzureBackupVaultResourceMoveEnabled","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFProtocolTypeNFSConversion","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","privateDnsZone","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","flexibleServerRestoreNetworking","NotRegistered"
"Microsoft Security Insights","Microsoft.SecurityInsights","strictEntityExpandThrottlingLimits","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFSubvolume","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAllocateTenantLoadBalancerReadsThroughExplicitLock","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAllocateTenantVnetReadsThroughExplicitLock","NotRegistered"
"-","Microsoft.ProviderHub","PrivateRPPreview","NotRegistered"
"Microsoft Resources","Microsoft.Resources","TestARMPublish","NotRegistered"
"Microsoft Azure Spring Apps","Microsoft.AppPlatform","EnterpriseTier","NotRegistered"
"-","Microsoft.ProviderHub","TestInPublic","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowEdgeVnetPublishing","NotRegistered"
"Microsoft Chaos","Microsoft.Chaos","ArtifactsPublicPreview","NotRegistered"
"Microsoft Chaos","Microsoft.Chaos","PublicPreviewAccess","NotRegistered"
"Microsoft.TestBase","microsoft.testbase","EUAPAccess","NotRegistered"
"Microsoft.TestBase","microsoft.testbase","PilotAccess","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableMultipleStandardLoadBalancers","NotRegistered"
,"Private.Contoso","EnableProvider","NotRegistered"
"Microsoft.AlertsManagement","microsoft.alertsManagement","ActionRulesApiV2021","NotRegistered"
"Microsoft.TestBase","Microsoft.TestBase","API20210901Preview","NotRegistered"
"Microsoft Storage","Microsoft.Storage","ParquetBlobQuery","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","EnhancedAzureVMPolicyPreview","NotRegistered"
"Microsoft Security","Microsoft.Security","MultiCloudPreview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFAvailabilityZone","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","marlinisallowedjw","NotRegistered"
"MicrosoftNetworkFunction","Microsoft.NetworkFunction","AllowRoutingToTestNfvrpInstance","NotRegistered"
"Microsoft Security Insights","microsoft.securityinsights","strictAutomationThrottlingLimits","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","EnableHealthMetrics","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","testRoutingTrafficManager","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.Detection","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.Verification","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.Identification","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.LivenessDetection","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.Preview","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","AzureArcForAVS","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","flexibleServerHaV2","NotRegistered"
,"Private.AlvaroRP","EnableProvider","NotRegistered"
,"Private.Cloud","EnableProvider","NotRegistered"
,"Private.LakshVRP","EnableProvider","NotRegistered"
,"Private.Wud","EnableProvider","NotRegistered"
,"Private.Sanjaiga","EnableProvider","NotRegistered"
,"Private.WTest","EnableProvider","NotRegistered"
,"Private.vikashj","EnableProvider","NotRegistered"
,"Private.LakshV","EnableProvider","NotRegistered"
